embedding,chunk,article,law
"frozenset({10112, 0, 33410, 66182, 10630, 11017, 16394, 35850, 16780, 25225, 82446, 10128, 17298, 10261, 52630, 151, 67227, 53022, 10785, 21028, 10149, 10150, 10532, 10281, 170, 12714, 10154, 20141, 17454, 35632, 39218, 16690, 22068, 18101, 10295, 31546, 33979, 30140, 10307, 10317, 27341, 25424, 10836, 25941, 10839, 10329, 10330, 55897, 15966, 10976, 38753, 20452, 101, 39142, 32103, 26088, 102, 12138, 23531, 117, 119, 122, 123, 10237, 12798})","Krivični zakonik | Nesprečavanje vršenja krivičnih dela protiv čovečnosti i drugih dobara zaštićenih međunarodnim pravom | Ako je delo iz st . 1. i 2. ovog člana učinjeno iz nehata, učinilac će se kazniti zatvorom od šest meseci do pet godina. ",Član 384  ,Krivični zakonik
"frozenset({0, 11266, 10243, 14853, 10247, 16394, 10251, 10763, 82446, 25109, 10261, 18457, 22042, 10785, 21028, 27688, 10281, 11820, 17454, 10295, 13373, 28734, 10307, 96324, 14412, 15440, 49238, 10839, 10329, 55897, 10330, 15966, 40030, 51808, 101, 102, 16491, 23150, 113, 114, 10354, 117, 119, 20089, 122, 123, 90749, 73342, 35967, 21630, 11905, 63113, 10378, 25225, 10380, 60556, 11407, 143, 151, 30871, 48282, 67227, 16541, 37538, 163, 88226, 35493, 10402, 36007, 93353, 170, 11947, 52910, 89775, 10415, 10419, 10421, 18101, 20151, 33979, 10428, 41165, 28365, 27341, 10958, 28370, 10457, 17626, 10459, 34015, 10976, 39142, 48362, 12021, 73986, 19716, 11017, 49418, 12555, 49421, 24852, 42786, 83242, 13614, 39218, 16690, 24376, 89913, 31563, 12621, 83279, 25424, 84823, 73049, 23900, 38237, 11615, 15713, 94562, 71523, 32103, 10601, 58227, 10105, 10111, 10112, 12161, 73091, 10116, 24453, 10630, 21899, 10128, 27537, 17298, 10135, 26008, 10136, 13211, 38811, 12704, 10149, 10150, 10154, 61869, 79796, 30140, 10698, 10192, 52690, 57304, 61405, 10206, 23518, 63966, 48099, 11236, 10211, 19432, 10220, 10221, 61937, 10739, 18425, 10237})","Krivični zakonik | Kršenje sankcija uvedenih od strane međunarodnih organizacija | (1) Ko suprotno odlukama međunarodnih organizacija kojih je Srbija član i koje su obavezujuće za Srbiju, njene državljane i pravna lica registrovana na njenoj teritoriji, a kojima su uvedene određene zabrane u pogledu privrednog poslovanja sa pojedinim državama ili teritorijama, uvozi, izvozi, prevozi ili posreduje u prevozu dobara, pruža tehničku podršku, vrši transfer tehnologije i znanja ili na drugi način postupa suprotno uspostavljenim zabranama, kazniće se zatvorom od tri meseca do tri godine i novčanom kaznom. (2) Ukoliko je izvršenjem dela iz stava 1. ovog člana nastala mate rijalna šteta za Srbiju ili su nastale štetne posledice po ugled i interese Srbije, učinilac će se kazniti zatvorom od jedne do osam godina i novčanom kaznom. ",Član 384a  ,Krivični zakonik
"frozenset({34304, 0, 10243, 10247, 16394, 10251, 82446, 24590, 10785, 10275, 21028, 34853, 11820, 88116, 43575, 15935, 10818, 10307, 10839, 52823, 55897, 15966, 101, 102, 14952, 25196, 10352, 113, 114, 117, 119, 122, 123, 11396, 10375, 25225, 62090, 67227, 42142, 26270, 13473, 84643, 163, 168, 170, 20141, 18101, 33979, 38590, 10434, 46277, 27341, 10958, 14543, 10978, 39142, 21737, 89864, 11017, 49423, 58129, 12055, 10532, 23338, 16690, 49982, 25424, 22864, 25941, 95066, 11615, 44896, 38753, 42343, 32103, 12138, 10111, 10112, 12161, 12674, 10116, 49551, 10128, 14223, 17298, 26008, 38811, 10141, 12714, 10154, 37293, 34238, 10698, 57304, 11236, 10218, 23531, 42480, 16889, 13306, 10237})","Krivični zakonik | Zloupotreba međunarodnih znakova | (1) Ko zloupotrebi ili neovlašćeno nosi zastavu ili znak Organizacije ujedinjenih nacija ili zastavu ili znak Crvenog krsta ili znake koji njima odgovaraju ili druge međunarodno priznate znake kojima se obeležavaju određeni objekti radi zaštite od vojnih operacija ili naredi da se takva dela vrše, kazniće se zatvorom do tri godine. (2) Ko delo iz stava 1. ovog člana učini u zoni ratnih operacija, kazniće se zatvorom od šest meseci do pet godina. ",Član 385  ,Krivični zakonik
"frozenset({10112, 12161, 11266, 19457, 80515, 0, 24200, 11017, 16394, 10128, 149, 10135, 49048, 10785, 13473, 21028, 13353, 170, 12459, 10154, 11821, 10415, 16690, 49718, 33979, 75195, 10307, 53575, 17355, 27341, 14543, 14545, 41554, 11218, 57304, 55897, 72153, 12504, 64348, 15966, 11236, 101, 102, 12138, 25196, 10607, 113, 114, 117, 119, 28920, 122, 123, 10237})","Krivični zakonik | Agresivan rat | (1) Ko poziva ili podstiče na agresivan rat, kazniće se zatvorom od dve do dvanaest g odina. (2) Ko naredi vođenje agresivnog rata, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom. ",Član 386  ,Krivični zakonik
"frozenset({0, 10243, 16394, 10261, 11290, 10785, 21028, 17454, 10307, 10839, 55897, 10329, 10330, 15966, 101, 102, 113, 114, 18036, 117, 119, 122, 123, 36476, 11396, 25225, 10378, 11407, 143, 10387, 30871, 163, 168, 93353, 170, 20141, 17585, 33979, 12987, 10428, 29379, 46277, 11978, 27341, 20175, 40155, 34015, 39142, 48362, 34555, 56060, 14080, 11017, 15121, 22809, 23328, 10532, 85801, 13614, 16690, 39218, 26937, 49982, 83279, 25424, 11098, 11615, 32103, 10601, 12138, 10102, 10112, 12161, 54656, 12798, 10630, 93064, 87946, 10128, 17298, 38811, 10149, 10150, 12714, 10154, 17839, 23479, 17849, 10181, 46029, 57304, 11741, 49119, 16357, 10219, 23531, 14324, 18425, 11259, 10237, 10238, 10239})","Krivični zakonik | Učestvovanje u ratu ili oružanom sukobu u stranoj državi | (1) Državljanin Srbije koji učestvuje u ratu ili oružanom sukobu u stra noj državi, kao pripadnik vojnih ili paravojnih formacija strana u sukobu, a nije državljanin te strane države, kao ni pripadnik zvanične misije međunarodne organizacije čiji je Srbij a član, kazniće se zatvorom od šest meseci do pet godina. (2) Ako je de lo iz stava 1. ovog člana učinjeno u sastavu grupe, učinilac će se kazniti zatvorom od jedne do osam godina. ",Član 386a  ,Krivični zakonik
"frozenset({0, 19457, 11266, 16394, 10261, 79388, 10785, 21028, 12842, 17454, 10295, 10305, 11842, 10307, 40530, 10839, 16471, 55897, 10330, 15966, 101, 102, 56430, 49776, 113, 114, 10354, 117, 119, 122, 123, 45180, 36476, 21118, 25225, 10378, 11407, 10390, 18071, 151, 67227, 21147, 26270, 163, 170, 23731, 18101, 10421, 10425, 33979, 10434, 29379, 27341, 93391, 40155, 10459, 10976, 39142, 41190, 50920, 10983, 48362, 82168, 28920, 56060, 26368, 73986, 11017, 12555, 17164, 32014, 15121, 24852, 34071, 22809, 13600, 23328, 16690, 39218, 17207, 11259, 19280, 13650, 11615, 38753, 10601, 57199, 10112, 12161, 10114, 73091, 10116, 10630, 93064, 10128, 17298, 10135, 11162, 38811, 10144, 10150, 10154, 61869, 10159, 17849, 75195, 89537, 14802, 11221, 57304, 49119, 11236, 63986, 10739, 14324, 10747, 26620, 10237})","Krivični zakonik | Organizovanje učestvovanja u ratu ili oružanom sukobu u stranoj državi | (1) Ko u nameri izvršenja krivičnog dela iz člana 386a ovog zakonika na teritoriji Srbije vrbuje ili podstiče drugo lice na izvršenje tog dela, organizuje grupu ili vrši obuku drugog lica ili grupe za izvršenje tog dela, opremi ili stavi na raspolag anje opremu radi izvršenja tog dela ili daje ili prikuplja sredstva za izvršenje tog dela, kazniće se zatvorom od dve do deset godina. (2) Za delo iz stava 1. ovog člana učinilac će se kazniti kaznom propisanom za to delo i kada lica koja organizuje nisu državl jani Srbije. ",Član 386b  ,Krivični zakonik
"frozenset({0, 10243, 65541, 16394, 11275, 10251, 38413, 10253, 82446, 10785, 21028, 12332, 77881, 10307, 26712, 55897, 62554, 15966, 101, 102, 14952, 10354, 28274, 117, 119, 11909, 143, 151, 42142, 39075, 163, 170, 20141, 22191, 86196, 33979, 92873, 27341, 14543, 22224, 10459, 20192, 48362, 27373, 36088, 50427, 12541, 26368, 69378, 11017, 17172, 96025, 10532, 37162, 10745, 11567, 34097, 16690, 26937, 39227, 90946, 12611, 25424, 11615, 32103, 68459, 61301, 23425, 12161, 22405, 10128, 10135, 11162, 62878, 10150, 10154, 13228, 11187, 90564, 10190, 35279, 13784, 57304, 10206, 91107, 11236, 10218, 23531, 24567, 18425, 23547, 10237, 77311})","Krivični zakonik | Rasna i druga diskriminacija | Ko na osnovu razlike u rasi, boji kože, verskoj pripadnosti, nacionalnosti, etničkom poreklu ili nekom drugom ličnom svojstvu krši osnovna ljudska prava i slobode zajamčena opšteprihvaćenim pravilim a međunarodnog prava i ratifikovanim međunarodnim ugovorima od strane Srbije, kazniće se zatvorom od šest meseci do pet godina. ",Član 387  ,Krivični zakonik
"frozenset({26368, 23425, 10112, 12161, 15616, 0, 11017, 16394, 10251, 49421, 20109, 10128, 17298, 24852, 151, 38811, 67227, 10402, 39075, 21028, 51747, 10150, 170, 12332, 10415, 11061, 78773, 10295, 33979, 22727, 12106, 29139, 10839, 57304, 73049, 10459, 10206, 15966, 11742, 11236, 101, 39142, 102, 48108, 71918, 10354, 22899, 119, 36088, 11129, 122, 10237, 45438, 77311})",Krivični zakonik | Rasna i druga diskriminacija | Kaznom iz stava 1. ovog člana kazniće se ko vrši proganjanje organizacija ili pojedinaca zbog njihovog zalaganja za ravnopr avnost ljudi. ,Član 387  ,Krivični zakonik
"frozenset({26368, 23425, 12161, 11266, 0, 83590, 11017, 16394, 10128, 35221, 151, 25751, 10135, 157, 10785, 10402, 39075, 21028, 10281, 170, 10154, 12332, 11820, 12854, 33979, 75195, 28606, 10307, 48327, 10698, 27341, 10958, 119, 13784, 57304, 55897, 10206, 15966, 34015, 11236, 101, 102, 32103, 24429, 60271, 12145, 61301, 117, 10999, 36088, 14331, 10237, 77311})","Krivični zakonik | Rasna i druga diskriminacija | Ko širi ideje o superiornosti jedne rase nad drugom ili propagira rasnu mržnju ili podstiče na rasnu diskriminaciju, kazniće se zatvorom od tri meseca do tri godine. ",Član 387  ,Krivični zakonik
"frozenset({0, 11266, 16394, 11275, 38413, 14878, 10785, 10275, 21028, 12332, 11820, 22068, 12854, 10307, 40530, 57432, 10329, 55897, 15966, 101, 102, 16491, 117, 39030, 10358, 119, 65669, 25225, 151, 155, 10402, 39075, 164, 24742, 170, 22191, 31920, 65716, 10426, 33979, 92873, 28365, 27341, 10958, 33491, 12504, 10457, 21734, 36088, 26363, 50427, 26368, 69378, 12547, 11017, 38167, 23328, 37162, 11567, 36144, 34097, 26937, 79677, 63303, 25941, 11615, 32103, 12138, 68459, 24429, 29551, 60271, 23425, 12161, 73091, 22405, 10128, 35221, 71574, 10135, 11162, 13211, 62364, 12714, 10154, 13228, 10698, 10190, 31183, 13784, 57304, 10206, 11236, 21483, 10745, 10237, 77311})","Krivični zakonik | Rasna i druga diskriminacija | Ko širi ili na drugi način učini javno dostupnim tekstove, slike i li svako drugo predstavljanje ideja ili teorija koje zagovaraju ili podstrekavaju mržnju, diskriminaciju ili nasilje, protiv bilo kojeg lica ili grupe lica, zasnovanih na rasi, boji kože, v erskoj pripadnosti, nacionalnosti, etničkom poreklu ili nekom drugo m ličnom svojstvu, kazniće se zatvorom od tri meseca do tri godine. ",Član 387  ,Krivični zakonik
"frozenset({32256, 0, 10247, 34311, 16394, 10250, 35850, 11275, 10251, 10785, 21028, 12842, 12332, 22068, 12854, 10307, 20038, 13386, 10317, 66640, 10329, 44121, 13913, 55897, 15966, 10335, 24674, 101, 102, 14952, 26218, 62064, 117, 119, 12928, 33410, 11396, 83590, 25225, 10378, 11407, 11413, 151, 18071, 16541, 42142, 77985, 161, 39075, 163, 168, 170, 20141, 10419, 86196, 18101, 33979, 37060, 92873, 58058, 28365, 27341, 14543, 22226, 33491, 41175, 11992, 10457, 10477, 36088, 82168, 26368, 73986, 10499, 14596, 11017, 24852, 12054, 16668, 71454, 23328, 42786, 10532, 37162, 10237, 10546, 16690, 14645, 26937, 34113, 25424, 64348, 17756, 11615, 32103, 10601, 12138, 60271, 10112, 23425, 12161, 73091, 12674, 13704, 87946, 10128, 17298, 10135, 10136, 62364, 12704, 14242, 10149, 10150, 12714, 10154, 20409, 62907, 10687, 10190, 10192, 13784, 57304, 10206, 11236, 23531, 48108, 10220, 10745, 16381, 10238, 77311})","Krivični zakonik | Rasna i druga diskriminacija | Ko javno odobrava, negira postojanje ili značajno umanjuje težinu genocida, zločina protiv čovečnosti i ratnih zločina učinjenih protiv grupe lica ili člana grupe koja je određena na osnovu rase, boje kože, vere, porekla, državne, nacionalne ili etničke pripadnosti, na način koji može dovesti do nasilja ili izazivanja mržnje prema takvoj grupi lica ili članu te grupe, ukoliko su ta krivična dela utvrđena pravnosnažnom presudom suda u S rbiji ili Međunarodnog krivičnog suda, kazniće se zatvorom od šest meseci do pet godina. ",Član 387  ,Krivični zakonik
"frozenset({0, 10247, 16394, 11275, 10785, 21028, 12332, 11820, 22068, 14392, 43070, 15935, 10307, 89162, 10839, 10329, 55897, 15966, 101, 102, 10354, 117, 119, 10375, 151, 155, 157, 44194, 39075, 10402, 170, 68274, 10421, 33979, 10428, 92873, 27341, 10958, 33491, 10457, 41190, 27373, 82168, 36088, 26368, 15616, 69378, 73986, 11017, 23328, 37162, 11567, 34097, 26937, 31546, 33090, 31555, 18772, 11615, 38753, 32103, 23425, 12161, 73091, 10116, 10630, 10128, 11162, 13211, 10141, 10149, 10154, 81845, 57784, 10190, 13784, 56792, 57304, 10206, 11236, 10745, 10237, 77311})","Krivični zakonik | Rasna i druga diskriminacija | Ko javno preti da će, protiv lica ili grupe lice zbog pripadnosti određenoj rasi, boji kože, veri, nacionalnosti, etničko m poreklu ili zbog nekog drugog ličnog sv ojstva, izvršiti krivično delo za koje je zaprećena kazna zatvora veća od četiri godine zatvora, kazniće se zatvorom od tri meseca do tri godine. ",Član 387  ,Krivični zakonik
"frozenset({32256, 0, 14853, 16394, 10763, 10251, 37904, 10777, 59933, 15389, 95264, 10785, 20515, 21028, 15911, 11820, 91184, 88116, 10295, 63544, 14392, 13373, 51265, 10818, 10307, 96324, 20036, 83018, 11341, 40530, 70741, 55897, 15966, 49764, 101, 16997, 66660, 102, 25708, 86125, 10354, 117, 119, 21630, 62596, 11909, 11911, 24200, 23691, 10380, 27277, 143, 30871, 67227, 26270, 10402, 163, 67746, 13478, 168, 170, 10415, 82097, 10421, 18101, 37562, 33979, 28865, 22727, 89290, 27341, 25295, 14545, 10976, 41190, 50920, 12021, 96512, 80641, 11017, 17675, 13584, 11555, 33066, 16690, 31539, 11061, 60215, 14138, 77118, 68416, 67392, 33090, 25410, 21314, 53575, 22864, 10579, 14163, 11094, 33111, 27994, 11615, 67425, 15713, 24422, 54119, 10601, 10607, 24956, 35199, 10112, 12161, 87935, 29056, 11652, 10111, 10629, 93064, 10128, 80274, 10132, 52630, 10134, 10136, 11162, 64411, 49563, 12704, 10150, 10154, 11180, 28592, 34742, 34238, 26048, 17863, 10700, 11218, 13784, 57304, 81373, 23518, 49119, 11236, 82919, 18928, 38385, 14323, 13306, 10237, 63486})","Krivični zakonik | Trgovina ljudima | Ko silom ili pretnjom, dovođenjem u zabludu ili održavanjem u zabludi, zloupo trebom ovlašćenja, poverenja, odnosa zavisnosti, teških prilika drugog, zadržavanjem ličnih isprava ili davanjem ili primanjem novca ili druge koristi, vrbuje, pr evozi, prebacuje, predaje, prodaje, kupuje, posreduje u prodaji, sakriva ili drži drugo lice, a u cilju eksploatacije njegovog rada, prinudnog rada, vršenja krivičnih dela, prostitucije ili druge vrste seksualne eksploatacije, prosjačenja, upotrebe u pornografske svrhe, uspostavljanja ropskog ili njemu sličnog odnosa, radi oduzimanja organa ili del a tela ili radi korišćenja u oružanim sukobima, kazniće se zatvorom od tri do dvanaest godina. ",Član 388  ,Krivični zakonik
"frozenset({10112, 14080, 10114, 10625, 12161, 10243, 10630, 73986, 0, 11017, 16394, 23691, 10380, 25225, 14477, 10128, 17298, 24852, 10261, 151, 10136, 11162, 38811, 10785, 21028, 10150, 170, 17454, 39218, 88116, 82742, 11575, 10295, 33979, 10818, 33090, 10307, 22727, 22859, 10700, 28365, 14802, 12883, 11218, 10839, 11992, 10329, 10330, 15966, 10976, 38753, 46947, 101, 39142, 13158, 102, 12138, 16491, 25708, 20463, 16381, 10354, 63986, 117, 119, 122, 24956, 10237})","Krivični zakonik | Trgovina ljudima | Za delo iz stava 1. ovog člana učinjeno prema maloletnom licu učinilac će se kazniti kaznom propisanom za to delo i kad nije upotrebio silu, pretnju ili nek i drugi od navedenih načina izvršenja. ",Član 388  ,Krivični zakonik
"frozenset({10112, 0, 10630, 11017, 16394, 23691, 10380, 25225, 10128, 17298, 10261, 49048, 11162, 38811, 10785, 21028, 10149, 170, 20141, 17454, 39218, 16690, 11575, 33979, 10818, 22727, 22859, 27341, 12883, 10839, 11992, 10329, 10330, 55897, 15966, 38753, 101, 39142, 13158, 102, 12138, 117, 119, 122, 24956, 10237, 12798})","Krivični zakonik | Trgovina ljudima | Ako je delo iz stava 1. ovog člana učinjeno prema maloletnom licu, učinilac će se kazniti zatvorom najmanje pet godina. ",Član 388  ,Krivični zakonik
"frozenset({10112, 0, 73091, 30854, 10630, 24200, 11017, 16394, 23691, 10380, 10763, 10250, 25225, 10128, 143, 17298, 10261, 151, 49048, 18457, 38811, 10785, 21028, 10149, 14633, 170, 10154, 20141, 17454, 10415, 39218, 16690, 18101, 33979, 10818, 10307, 22727, 83018, 22859, 12621, 27341, 15440, 28368, 14163, 10836, 10839, 56792, 55897, 10330, 15966, 101, 39142, 13158, 102, 12138, 10607, 124, 117, 39030, 119, 10358, 122, 123, 24956, 10237, 12798})","Krivični zakonik | Trgovina ljudima | Ako je usled dela iz st. 1. i 2. ovog člana nastupila teška telesna povreda nekog lica, učinilac će se kazniti zatvorom od pet do petnaest godina, a ako je nastupila teška telesna povreda maloletnog lica usled dela iz stava 3. ovog člana, učinilac će se kazniti zatvorom najmanje pet godina. ",Član 388  ,Krivični zakonik
"frozenset({10112, 12161, 0, 73091, 10630, 39943, 11017, 16394, 23691, 10380, 10763, 25225, 10128, 17298, 10261, 151, 10135, 49048, 10785, 21028, 10149, 81321, 170, 17454, 39218, 16690, 18101, 33979, 43516, 10818, 22727, 27341, 15440, 15230, 10836, 64085, 10839, 55897, 10330, 15966, 101, 39142, 102, 12138, 124, 117, 119, 28920, 122, 24956, 10237, 12798})","Krivični zakonik | Trgovina ljudima | Ako je usled dela iz st. 1. i 3. ovog člana na stupila smrt jednog ili više lica, učinilac će se kazniti zatvorom najmanje deset godina. ",Član 388  ,Krivični zakonik
"frozenset({10112, 12161, 73986, 0, 11017, 16394, 23691, 10380, 10128, 17298, 10132, 49048, 67227, 23328, 10785, 21028, 10149, 170, 10154, 20141, 16690, 18101, 33979, 10818, 10307, 22727, 27341, 10836, 10839, 57304, 55897, 17626, 15966, 10976, 38753, 11236, 101, 39142, 102, 12138, 92141, 124, 117, 119, 82168, 18425, 122, 24956, 10237})","Krivični zakonik | Trgovina ljudima | Ko se bavi vršenjem krivičnog dela iz st. 1. do 3. ovog člana ili je delo izvršeno od strane grupe, kazniće se zatvorom najmanje pet godina. ",Član 388  ,Krivični zakonik
"frozenset({10112, 0, 73986, 10630, 11017, 16394, 23691, 10380, 25225, 10128, 17298, 10132, 10261, 49048, 79388, 23328, 10785, 21028, 10149, 170, 10154, 17454, 39218, 35123, 16690, 33979, 69948, 89537, 10818, 10307, 22727, 27341, 10836, 10839, 55897, 10330, 15966, 10976, 38753, 101, 39142, 102, 12138, 10220, 124, 117, 119, 28920, 18425, 122, 24956, 10237, 12798, 10111})","Krivični zakonik | Trgovina ljudima | Ako je delo iz st. 1. do 3. ovog člana izvršeno od strane organizovane kriminalne grupe, učinilac će se kazniti zatvorom najmanje deset godina. ",Član 388  ,Krivični zakonik
